nation,pos,age,born,90s,Att,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes
,,,,,,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
IRL,MF,28,1987,7.1,,,,,,,12,,,,,,,,
GAB,"DF,MF",22,1994,28.0,,,,,,,39,,,,,,,,
SCO,"DF,MF",21,1994,6.8,,,,,,,20,,,,,,,,
ENG,"FW,MF",22,1994,11.4,,,,,,,22,,,,,,,,
ITA,"FW,MF",25,1991,19.3,,,,,,,37,,,,,,,,
ENG,"FW,MF",21,1994,2.6,,,,,,,9,,,,,,,,
ENG,"DF,MF",25,1991,16.6,,,,,,,8,,,,,,,,
GER,"DF,MF",25,1990,4.8,,,,,,,1,,,,,,,,
BEL,DF,21,1995,20.9,,,,,,,10,,,,,,,,
ESP,DF,22,1994,15.9,,,,,,,36,,,,,,,,
NED,"FW,MF",28,1987,0.8,,,,,,,2,,,,,,,,
ENG,FW,33,1982,36.9,,,,,,,19,,,,,,,,
SWE,"FW,MF",17,1999,0.1,,,,,,,0,,,,,,,,
IRL,"DF,MF",35,1981,24.0,,,,,,,0,,,,,,,,
ENG,DF,33,1982,1.4,,,,,,,0,,,,,,,,
ENG,GK,22,1994,29.0,,,,,,,0,,,,,,,,
CIV,DF,27,1989,28.3,,,,,,,3,,,,,,,,
ENG,MF,28,1988,7.0,,,,,,,3,,,,,,,,
USA,"DF,FW",20,1995,4.1,,,,,,,13,,,,,,,,
NIR,"DF,MF",21,1995,3.9,,,,,,,7,,,,,,,,
SEN,DF,27,1988,17.5,,,,,,,5,,,,,,,,
NED,DF,25,1990,19.8,,,,,,,56,,,,,,,,
SWE,MF,31,1985,16.3,,,,,,,72,,,,,,,,
RSA,MF,34,1982,8.9,,,,,,,12,,,,,,,,
NGA,FW,28,1988,13.5,,,,,,,38,,,,,,,,
ITA,GK,28,1988,9.0,,,,,,,0,,,,,,,,
TUN,"FW,MF",25,1991,9.4,,,,,,,71,,,,,,,,
FRA,DF,30,1986,1.0,,,,,,,1,,,,,,,,
ENG,DF,22,1994,27.0,,,,,,,1,,,,,,,,
ESP,FW,23,1992,6.2,,,,,,,6,,,,,,,,
ARG,DF,27,1989,27.0,,,,,,,5,,,,,,,,
ESP,FW,31,1985,27.1,,,,,,,8,,,,,,,,
ISL,"FW,MF",26,1989,37.0,,,,,,,308,,,,,,,,
ENG,"DF,MF",27,1989,24.8,,,,,,,21,,,,,,,,
SCO,MF,22,1994,7.7,,,,,,,5,,,,,,,,
ECU,"FW,MF",26,1989,5.4,,,,,,,38,,,,,,,,
GHA,"FW,MF",24,1991,9.6,,,,,,,19,,,,,,,,
IDN,DF,24,1992,15.7,,,,,,,0,,,,,,,,
KOR,MF,27,1989,14.3,,,,,,,10,,,,,,,,
SWE,GK,27,1989,1.0,,,,,,,0,,,,,,,,
ENG,DF,27,1988,30.2,,,,,,,77,,,,,,,,
ENG,MF,33,1982,12.9,,,,,,,0,,,,,,,,
NED,MF,26,1990,26.7,,,,,,,15,,,,,,,,
NED,"FW,MF",25,1990,4.6,,,,,,,26,,,,,,,,
SWE,"DF,MF",28,1988,13.9,,,,,,,57,,,,,,,,
NED,DF,23,1992,7.4,,,,,,,0,,,,,,,,
GAM,"FW,MF",23,1992,12.7,,,,,,,59,,,,,,,,
ENG,"FW,MF",28,1987,2.4,,,,,,,6,,,,,,,,
WAL,"DF,MF",27,1989,10.2,,,,,,,28,,,,,,,,
SCO,FW,20,1996,0.9,,,,,,,1,,,,,,,,
SCO,DF,22,1994,11.5,,,,,,,46,,,,,,,,
ENG,MF,24,1992,15.4,,,,,,,38,,,,,,,,
ENG,"FW,MF",31,1985,21.4,,,,,,,82,,,,,,,,
ESP,DF,33,1982,9.2,,,,,,,11,,,,,,,,
POL,GK,31,1985,37.0,,,,,,,0,,,,,,,,
WAL,"DF,MF",23,1993,19.3,,,,,,,75,,,,,,,,
DEN,"FW,MF",24,1992,35.1,,,,,,,246,,,,,,,,
ENG,"DF,MF",26,1990,17.0,,,,,,,65,,,,,,,,
ENG,"FW,MF",20,1996,33.7,,,,,,,22,,,,,,,,
ENG,"DF,MF",22,1994,33.8,,,,,,,20,,,,,,,,
SVK,MF,20,1996,0.1,,,,,,,0,,,,,,,,
CMR,"FW,MF",21,1995,0.6,,,,,,,7,,,,,,,,
ENG,FW,23,1993,28.0,,,,,,,29,,,,,,,,
ENG,MF,20,1996,5.5,,,,,,,7,,,,,,,,
FRA,GK,29,1986,33.4,,,,,,,0,,,,,,,,
BEL,DF,29,1987,32.2,,,,,,,9,,,,,,,,
ENG,"FW,MF",19,1997,0.2,,,,,,,1,,,,,,,,
AUT,DF,23,1992,4.0,,,,,,,1,,,,,,,,
ENG,"DF,MF",25,1990,6.3,,,,,,,29,,,,,,,,
ENG,"DF,MF",26,1990,30.0,,,,,,,96,,,,,,,,
NED,GK,32,1983,4.6,,,,,,,0,,,,,,,,
BEL,MF,29,1987,22.8,,,,,,,3,,,,,,,,
FRA,"FW,MF",26,1989,10.1,,,,,,,34,,,,,,,,
KOR,"FW,MF",24,1992,22.9,,,,,,,62,,,,,,,,
BEL,DF,27,1989,28.9,,,,,,,6,,,,,,,,
ENG,MF,24,1992,0.0,,,,,,,0,,,,,,,,
KEN,MF,25,1991,33.5,,,,,,,15,,,,,,,,
NED,FW,22,1994,9.4,,,,,,,10,,,,,,,,
ARG,"FW,MF",24,1992,6.6,,,,,,,26,,,,,,,,
MLI,"FW,MF",23,1993,15.1,,,,,,,6,,,,,,,,
ALG,MF,30,1985,8.0,,,,,,,27,,,,,,,,
JAM,DF,29,1986,6.2,,,,,,,1,,,,,,,,
ENG,DF,18,1997,0.6,,,,,,,1,,,,,,,,
ENG,MF,31,1985,0.6,,,,,,,0,,,,,,,,
ENG,"DF,MF",18,1997,1.3,,,,,,,0,,,,,,,,
BEL,DF,25,1991,8.6,,,,,,,10,,,,,,,,
ROU,GK,29,1987,0.9,,,,,,,0,,,,,,,,
NIR,DF,27,1989,12.9,,,,,,,6,,,,,,,,
NED,DF,27,1989,18.0,,,,,,,54,,,,,,,,
ATG,MF,17,1999,0.3,,,,,,,1,,,,,,,,
BRA,GK,35,1981,37.1,,,,,,,0,,,,,,,,
SCO,"FW,MF",28,1988,0.1,,,,,,,0,,,,,,,,
NGA,"FW,MF",20,1996,5.8,,,,,,,13,,,,,,,,
ENG,FW,19,1996,1.3,,,,,,,0,,,,,,,,
GRE,"DF,MF",32,1984,32.3,,,,,,,166,,,,,,,,
COL,"DF,MF",30,1985,9.2,,,,,,,11,,,,,,,,
BRA,"FW,MF",20,1996,0.2,,,,,,,1,,,,,,,,
SEN,"FW,MF",21,1994,13.8,,,,,,,37,,,,,,,,
CZE,"FW,MF",24,1992,0.0,,,,,,,0,,,,,,,,
ARG,"FW,MF",29,1987,2.3,,,,,,,5,,,,,,,,
ENG,FW,18,1998,0.1,,,,,,,0,,,,,,,,
URU,DF,31,1985,25.4,,,,,,,13,,,,,,,,
MAR,"FW,MF",29,1987,23.2,,,,,,,129,,,,,,,,
NGA,FW,27,1989,14.3,,,,,,,6,,,,,,,,
ARG,"DF,FW",25,1991,11.5,,,,,,,32,,,,,,,,
AUT,"DF,MF",29,1987,30.8,,,,,,,3,,,,,,,,
ITA,FW,26,1989,10.6,,,,,,,5,,,,,,,,
ENG,MF,26,1989,16.0,,,,,,,59,,,,,,,,
ENG,FW,28,1988,32.7,,,,,,,16,,,,,,,,
SUI,"DF,MF",31,1985,22.6,,,,,,,3,,,,,,,,
FRA,DF,30,1986,20.2,,,,,,,11,,,,,,,,
FRA,MF,28,1988,35.6,,,,,,,80,,,,,,,,
CMR,"DF,MF",28,1988,29.3,,,,,,,78,,,,,,,,
ENG,GK,33,1983,38.0,,,,,,,0,,,,,,,,
ZIM,DF,20,1996,2.7,,,,,,,3,,,,,,,,
NIR,"DF,MF",31,1984,27.5,,,,,,,174,,,,,,,,
ARG,MF,29,1987,26.9,,,,,,,3,,,,,,,,
ENG,DF,26,1990,36.4,,,,,,,85,,,,,,,,
ENG,MF,29,1986,2.4,,,,,,,12,,,,,,,,
SCO,MF,32,1984,35.9,,,,,,,31,,,,,,,,
NIR,DF,36,1979,34.9,,,,,,,6,,,,,,,,
WAL,"FW,MF",27,1989,7.8,,,,,,,11,,,,,,,,
ENG,MF,26,1989,14.5,,,,,,,3,,,,,,,,
IRL,"DF,FW",27,1989,16.4,,,,,,,97,,,,,,,,
SCO,"FW,MF",30,1986,19.3,,,,,,,22,,,,,,,,
SWE,DF,33,1983,6.6,,,,,,,0,,,,,,,,
ENG,"FW,MF",17,1999,2.0,,,,,,,11,,,,,,,,
NIR,DF,28,1988,29.3,,,,,,,9,,,,,,,,
IRL,"DF,MF",28,1987,2.8,,,,,,,6,,,,,,,,
SCO,"DF,FW",25,1991,24.2,,,,,,,145,,,,,,,,
BEL,"FW,MF",26,1989,23.7,,,,,,,58,,,,,,,,
ENG,FW,34,1982,0.1,,,,,,,0,,,,,,,,
BDI,"FW,MF",22,1993,2.7,,,,,,,0,,,,,,,,
VEN,FW,26,1989,32.1,,,,,,,9,,,,,,,,
ENG,MF,18,1998,3.1,,,,,,,7,,,,,,,,
ENG,"DF,MF",26,1989,23.5,,,,,,,97,,,,,,,,
ESP,GK,29,1987,16.0,,,,,,,0,,,,,,,,
GHA,"FW,MF",26,1989,16.0,,,,,,,7,,,,,,,,
ENG,FW,27,1989,14.6,,,,,,,10,,,,,,,,
ITA,DF,28,1988,19.5,,,,,,,4,,,,,,,,
COD,"DF,MF",22,1993,10.8,,,,,,,30,,,,,,,,
ENG,FW,20,1995,4.1,,,,,,,6,,,,,,,,
SEN,"DF,MF",26,1989,30.3,,,,,,,15,,,,,,,,
IRL,GK,29,1987,22.0,,,,,,,0,,,,,,,,
ENG,"DF,MF",17,1999,0.0,,,,,,,0,,,,,,,,
SEN,FW,26,1989,2.0,,,,,,,2,,,,,,,,
FRA,"FW,MF",29,1987,16.8,,,,,,,156,,,,,,,,
SUI,"DF,MF",20,1996,11.1,,,,,,,11,,,,,,,,
ECU,"FW,MF",26,1989,2.3,,,,,,,2,,,,,,,,
TUR,"FW,MF",24,1992,2.7,,,,,,,13,,,,,,,,
NOR,"DF,MF",26,1990,10.6,,,,,,,8,,,,,,,,
WAL,DF,32,1983,18.4,,,,,,,0,,,,,,,,
ARG,FW,22,1993,6.0,,,,,,,16,,,,,,,,
POR,DF,32,1983,15.6,,,,,,,4,,,,,,,,
ARG,"FW,MF",23,1993,30.1,,,,,,,73,,,,,,,,
ENG,MF,29,1987,26.5,,,,,,,24,,,,,,,,
JAM,"FW,MF",26,1990,27.0,,,,,,,94,,,,,,,,
EQG,MF,24,1992,19.6,,,,,,,8,,,,,,,,
SCO,"FW,MF",28,1987,9.3,,,,,,,74,,,,,,,,
ENG,"DF,MF",22,1993,13.9,,,,,,,27,,,,,,,,
ITA,FW,25,1991,5.1,,,,,,,4,,,,,,,,
ALG,"FW,MF",26,1989,11.6,,,,,,,64,,,,,,,,
NZL,DF,28,1988,28.7,,,,,,,4,,,,,,,,
ESP,DF,33,1983,2.9,,,,,,,6,,,,,,,,
WAL,MF,26,1990,20.5,1277,1236,32,20,10,12,17,12,0,0,0,0,1065,9,24
ENG,"DF,MF",19,1997,10.2,640,550,87,6,0,3,20,81,0,0,0,0,530,3,18
NGA,"MF,FW",21,1996,20.3,1171,1151,17,3,12,5,20,11,1,0,1,0,997,3,27
ENG,DF,23,1993,2.7,158,136,20,3,0,3,16,17,0,0,0,0,124,2,5
FRA,FW,26,1991,24.5,744,691,48,0,9,1,16,0,0,0,0,0,558,5,21
CHI,"MF,FW",28,1988,16.7,927,869,58,15,18,10,54,1,37,25,3,0,643,0,31
ENG,DF,22,1995,9.6,630,593,35,14,0,7,7,21,0,0,0,0,521,2,7
ENG,"FW,MF",26,1990,13.3,396,390,6,0,2,0,2,2,0,0,0,0,315,0,7
COL,GK,28,1988,4.2,144,104,40,12,0,0,0,0,0,0,0,0,108,0,0
ENG,FW,18,1999,0.2,7,7,0,0,0,0,0,0,0,0,0,0,6,0,0
FRA,"MF,DF",26,1991,1.9,96,96,0,0,0,1,0,0,0,0,0,0,79,0,2
SUI,MF,24,1992,36.2,3248,3056,180,73,11,37,102,18,89,48,26,1,2755,12,29
ARM,"FW,MF",28,1989,8.8,485,460,24,3,7,2,32,3,18,12,3,0,358,1,16
ESP,DF,22,1995,33.9,2193,1902,285,4,7,4,64,281,0,0,0,0,1833,6,61
ENG,MF,25,1992,13.3,819,794,19,16,9,3,3,2,1,0,0,0,701,6,6
ENG,MF,17,1999,0.9,40,39,1,1,1,1,0,0,0,0,0,0,31,0,1
GRE,DF,19,1997,2.2,103,101,2,2,0,2,0,0,0,0,0,0,91,0,2
FRA,DF,31,1985,24.7,1765,1705,54,45,2,25,5,9,0,0,0,0,1563,6,7
GER,"MF,FW",28,1988,24.0,1933,1794,129,31,18,8,98,16,76,45,16,3,1604,10,43
EGY,MF,25,1992,9.6,852,833,17,9,2,2,8,5,3,2,0,0,789,2,7
ESP,DF,31,1986,24.9,1816,1716,96,34,0,0,31,62,0,0,0,0,1603,4,24
FRA,FW,30,1986,4.3,140,136,3,0,2,1,3,0,0,0,0,0,96,1,3
GER,DF,32,1984,4.1,247,243,4,4,0,0,0,0,0,0,0,0,226,0,0
CZE,GK,35,1982,33.8,1039,735,299,74,0,2,0,0,0,0,0,0,749,5,3
GAB,FW,28,1989,11.7,337,312,24,0,1,1,16,3,0,0,0,0,225,1,14
ENG,"FW,MF",17,1999,1.6,81,80,0,0,0,1,1,0,0,0,0,0,73,1,0
ENG,DF,21,1995,9.1,612,593,17,10,1,11,0,7,0,0,0,0,517,2,5
BIH,DF,24,1993,23.9,1515,1294,219,16,0,4,42,203,0,0,0,0,1203,2,38
GER,DF,25,1992,25.3,1755,1709,40,37,5,5,12,3,0,0,0,0,1500,6,11
ENG,"FW,MF",28,1989,0.8,23,22,1,0,0,0,3,1,0,0,0,0,15,0,1
ENG,"DF,MF",26,1991,23.0,1119,920,198,21,1,7,35,171,6,2,0,0,898,1,27
ENG,MF,30,1986,20.6,1199,1139,59,39,2,10,21,0,18,13,0,0,997,1,13
BIH,GK,30,1987,38.0,1162,696,464,136,0,1,0,0,0,0,0,0,693,2,1
COD,FW,24,1993,6.8,154,142,12,1,0,0,2,0,0,0,0,0,113,0,2
ENG,FW,25,1992,22.0,413,380,33,3,3,1,15,5,2,0,0,0,285,0,21
ENG,"DF,MF",30,1986,33.4,2024,1603,409,57,2,9,106,338,14,5,2,0,1510,12,59
ENG,MF,27,1990,21.6,1074,1040,31,17,1,6,6,3,1,0,0,0,825,3,31
USA,MF,21,1996,0.6,24,23,1,1,0,1,0,0,0,0,0,0,21,0,0
IRL,MF,27,1989,10.7,592,563,29,27,1,6,5,1,1,1,0,0,513,0,6
ENG,DF,20,1996,0.8,5,5,0,0,0,0,0,0,0,0,0,0,4,0,0
ENG,FW,34,1982,12.1,138,117,20,0,1,0,5,1,0,0,0,0,98,1,5
ENG,"MF,FW",21,1995,22.2,815,722,89,25,5,3,109,7,57,23,26,0,596,4,40
NOR,"FW,MF",25,1992,27.3,730,692,34,2,5,1,34,3,0,0,0,0,514,4,33
ENG,"MF,FW",27,1989,14.3,571,509,57,12,4,2,71,6,38,23,13,0,398,5,33
ENG,MF,20,1997,24.9,1263,1221,41,21,5,15,29,5,15,9,1,1,989,1,17
FRA,"FW,MF",21,1996,6.6,173,166,5,0,0,0,9,1,0,0,0,0,103,2,10
ENG,"MF,FW",30,1987,10.9,512,495,15,1,3,5,32,9,5,1,0,0,388,2,12
NED,DF,22,1995,37.3,1609,1551,56,43,0,2,5,13,0,0,0,0,1344,2,11
SCO,"MF,DF",23,1994,22.3,1005,866,134,29,3,2,138,46,59,27,22,0,694,5,39
ENG,DF,32,1985,30.1,1864,1617,243,65,1,28,78,176,2,0,1,0,1347,4,36
ENG,DF,26,1991,30.7,1400,1296,101,31,0,11,6,70,0,0,0,0,1029,3,14
ENG,DF,24,1993,2.2,116,111,5,3,0,2,1,2,0,0,0,0,91,0,2
FRA,"MF,FW",25,1991,26.9,1103,1026,70,23,4,12,98,14,27,12,12,0,851,7,25
ISR,MF,29,1988,8.3,235,224,9,0,0,2,5,1,0,0,0,0,182,2,5
ESP,DF,36,1980,22.4,1220,1005,208,9,0,9,41,199,0,0,0,0,949,7,25
ENG,DF,24,1992,2.2,86,80,6,4,1,0,1,2,0,0,0,0,63,0,1
ENG,MF,28,1989,36.0,1763,1726,31,9,3,27,0,0,0,0,0,0,1472,6,13
NED,MF,25,1991,34.7,1405,1393,6,3,2,29,12,0,0,0,0,0,1088,6,31
ITA,DF,28,1989,14.6,621,482,139,6,1,1,33,133,0,0,0,0,448,0,23
CMR,DF,29,1988,24.8,1091,821,268,4,0,2,53,264,0,0,0,0,728,2,47
ENG,FW,33,1983,24.4,678,656,17,1,4,0,9,0,0,0,0,0,366,5,28
ENG,"MF,FW",20,1997,3.5,139,134,3,0,0,1,7,1,0,0,0,0,93,2,8
SCO,MF,27,1989,1.9,45,44,1,1,0,1,2,0,0,0,0,0,37,0,4
COL,"MF,FW",25,1992,22.0,550,545,2,0,0,0,23,1,0,0,0,0,415,3,11
CUW,"FW,MF",23,1993,2.5,55,51,4,0,1,0,3,1,0,0,0,0,38,0,4
ARG,FW,31,1986,3.0,122,120,1,0,1,0,0,1,0,0,0,0,86,1,2
ENG,DF,25,1991,38.0,1529,1466,52,37,3,61,7,15,0,0,0,0,1189,11,13
ENG,DF,33,1984,1.8,89,66,22,0,0,0,1,22,0,0,0,0,60,1,3
AUT,DF,30,1987,13.1,613,470,140,9,1,3,45,127,4,4,0,0,435,3,13
AUS,GK,25,1992,38.0,1186,716,459,107,0,0,0,0,0,0,0,0,625,11,1
GER,"FW,MF",26,1991,32.5,1470,1251,204,69,10,15,234,6,114,67,38,4,1001,15,48
ENG,FW,28,1989,0.4,7,6,1,1,0,0,0,0,0,0,0,0,4,0,1
IRL,DF,25,1992,36.6,1368,1326,39,35,0,28,3,4,0,0,0,0,1045,3,8
ENG,"MF,FW",23,1994,20.6,756,710,35,4,1,11,102,6,18,6,9,1,516,11,36
ISR,FW,30,1987,9.4,237,227,8,0,0,0,1,0,0,0,0,0,146,2,5
GER,DF,31,1986,0.2,4,4,0,0,0,1,0,0,0,0,0,0,1,0,0
ENG,MF,30,1987,12.4,305,301,3,1,0,0,28,2,0,0,0,0,202,1,20
AUS,MF,19,1998,0.0,,,,,,,,,,,,,,,
ENG,FW,27,1989,24.1,531,515,13,0,3,0,16,2,0,0,0,0,316,3,17
ENG,MF,27,1990,12.3,615,600,12,10,0,8,13,0,2,0,0,0,492,3,3
ENG,DF,27,1989,29.0,1086,1052,28,22,0,8,3,6,0,0,0,0,823,6,8
ENG,DF,23,1993,10.6,463,351,109,1,0,1,26,108,0,0,0,0,316,3,19
NZL,FW,25,1991,18.0,424,417,3,0,1,2,5,0,0,0,0,0,250,4,9
CMR,"MF,FW",22,1995,2.5,96,88,8,1,0,2,13,0,6,2,2,0,67,0,5
ENG,MF,28,1989,38.0,1608,1581,22,8,0,10,19,0,2,2,0,0,1281,5,37
ENG,DF,24,1992,31.0,1102,1078,17,17,0,25,4,0,0,0,0,0,800,7,3
IRL,"FW,MF",25,1992,25.9,827,782,45,1,5,3,23,2,0,0,0,0,656,0,22
IRL,FW,33,1983,0.4,11,10,0,0,0,0,1,0,0,0,0,0,4,1,1
ISL,MF,26,1990,31.5,1027,858,163,73,2,6,213,3,87,31,40,6,660,6,33
IRL,DF,26,1990,16.0,546,535,9,8,0,7,2,1,0,0,0,0,389,2,5
ENG,DF,28,1989,25.5,1165,883,274,11,1,12,71,263,0,0,0,0,779,8,27
BER,"FW,MF",27,1990,0.6,18,17,1,0,0,0,2,0,0,0,0,0,16,0,0
ENG,GK,25,1992,34.6,1224,714,503,206,0,0,0,0,0,0,0,0,546,7,1
SCO,DF,32,1985,12.5,587,426,157,10,0,2,19,147,0,0,0,0,394,4,9
IRL,MF,25,1992,14.2,593,469,114,41,4,7,123,6,67,33,23,8,354,10,22
WAL,FW,27,1989,11.1,269,262,4,0,0,0,1,0,0,0,0,0,131,3,3
CAN,"MF,FW",28,1988,14.8,367,357,5,0,1,1,8,1,1,0,1,0,247,5,16
IRL,DF,31,1985,27.3,1293,990,292,15,0,3,82,277,0,0,0,0,865,11,42
BEL,MF,29,1988,22.2,1062,1038,17,11,2,10,35,4,2,1,0,0,865,7,11
ENG,GK,31,1986,3.4,120,57,59,27,0,0,0,0,0,0,0,0,70,4,0
DEN,DF,21,1996,23.2,1357,1314,38,35,1,1,0,3,0,0,0,0,1263,5,6
GER,DF,24,1993,26.0,1735,1695,35,24,3,35,10,11,0,0,0,0,1540,5,7
ENG,"FW,DF",16,2000,0.3,18,18,0,0,0,2,2,0,0,0,0,0,12,0,0
ESP,MF,30,1987,25.6,2351,2075,259,102,22,11,140,4,151,26,53,6,1873,17,38
BEL,FW,20,1996,0.4,18,18,0,0,2,0,0,0,0,0,0,0,15,0,0
ESP,DF,27,1989,37.0,2924,2789,122,51,10,22,80,71,0,0,0,0,2469,13,23
ENG,MF,27,1990,5.9,389,384,3,3,3,6,2,0,0,0,0,0,331,2,5
BRA,"DF,MF",30,1987,9.3,495,472,21,21,0,5,1,0,0,0,0,0,420,2,2
ITA,"DF,MF",25,1992,12.2,660,526,131,2,0,0,84,128,1,0,0,0,514,3,33
BEL,"FW,MF",26,1991,26.9,1440,1348,83,36,4,30,51,11,25,7,3,1,1168,9,32
ITA,DF,22,1994,3.1,176,142,34,3,0,0,15,30,1,1,0,0,133,0,3
WAL,DF,16,2000,0.1,19,19,0,0,0,0,0,0,0,0,0,0,19,0,0
ENG,DF,31,1985,23.2,1347,1304,36,26,0,12,0,10,0,0,0,0,1194,7,5
CIV,MF,20,1997,0.2,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0
ESP,"DF,MF",26,1990,31.7,1721,1424,288,19,0,10,96,269,0,0,0,0,1333,9,72
BEL,FW,23,1993,4.0,97,87,9,0,0,0,0,0,0,0,0,0,67,1,5
FRA,MF,26,1991,33.3,2174,2143,23,20,8,20,13,3,0,0,0,0,1924,8,43
FRA,FW,30,1986,6.8,240,226,14,0,3,0,0,1,0,0,0,0,155,0,3
ESP,"MF,FW",30,1987,16.9,705,691,14,6,3,7,46,5,3,3,0,0,555,0,18
ENG,MF,23,1993,1.4,53,52,0,0,0,0,2,0,0,0,0,0,39,1,1
BEL,GK,25,1992,35.0,1202,897,300,52,0,0,0,0,0,0,0,0,903,5,1
FRA,MF,22,1994,23.6,1116,1104,9,8,0,13,5,1,0,0,0,0,957,3,9
NGA,"DF,MF",26,1990,23.4,1122,920,197,3,2,5,90,194,0,0,0,0,815,5,46
BRA,"MF,FW",28,1988,21.0,1038,946,84,27,5,18,99,7,49,17,20,0,768,8,30
ARG,GK,35,1981,3.0,100,79,21,6,0,0,0,0,0,0,0,0,73,0,2
ESP,FW,24,1992,22.9,600,555,40,1,3,6,19,0,0,0,0,0,423,5,21
ENG,DF,19,1997,7.0,293,222,71,1,0,0,20,70,0,0,0,0,196,0,12
NOR,FW,21,1995,4.0,114,111,3,1,0,2,7,0,0,0,0,0,65,0,10
ENG,"FW,MF",26,1991,34.7,1226,1088,134,39,3,5,176,23,49,23,5,16,870,4,49
MLI,"FW,MF",29,1988,5.3,159,150,9,3,0,2,27,1,4,0,2,1,94,0,9
BEL,FW,26,1990,24.9,675,639,36,0,3,0,3,0,0,0,0,0,379,0,14
IRL,DF,36,1981,1.1,38,37,1,1,0,0,0,0,0,0,0,0,30,0,1
ENG,FW,24,1993,0.2,9,9,0,0,0,0,2,0,0,0,0,0,5,0,1
SCO,MF,29,1987,27.0,1093,1067,21,6,3,8,11,7,0,0,0,0,854,5,22
ENG,DF,28,1989,26.5,892,859,31,29,0,3,1,2,0,0,0,0,727,2,2
ENG,MF,31,1986,6.3,261,234,26,6,0,1,20,2,15,2,2,10,207,1,2
NED,"MF,DF",20,1996,4.9,159,156,2,1,0,0,2,1,0,0,0,0,126,1,3
GHA,"DF,MF",24,1992,19.4,827,675,151,10,0,1,31,141,0,0,0,0,601,1,30
ENG,DF,27,1989,17.9,928,718,208,9,0,3,46,199,0,0,0,0,671,2,30
ARG,GK,38,1979,11.0,312,180,132,43,0,1,0,0,0,0,0,0,148,0,0
KOR,"FW,MF",29,1988,1.5,77,73,4,0,0,0,7,3,1,0,1,0,58,0,3
ENG,FW,18,1998,0.3,11,11,0,0,0,0,4,0,0,0,0,0,5,0,2
SRB,MF,26,1991,34.2,1701,1613,83,54,3,20,39,5,24,12,1,4,1343,5,32
FRA,DF,27,1990,17.8,744,720,20,19,1,3,0,1,0,0,0,0,632,4,4
ENG,DF,27,1990,13.3,394,344,48,5,0,1,6,43,0,0,0,0,284,2,5
SEN,DF,27,1990,0.1,11,9,2,0,0,0,0,2,0,0,0,0,9,0,0
NED,DF,26,1990,24.3,1176,897,276,30,3,2,56,235,11,3,5,2,884,3,31
ENG,MF,21,1996,20.8,745,725,14,2,1,3,12,4,0,0,0,0,603,6,24
ENG,DF,30,1987,15.9,574,546,24,22,1,12,2,2,0,0,0,0,454,4,4
SLE,MF,21,1995,0.2,8,5,3,1,0,0,2,0,2,0,0,0,4,0,0
NED,DF,19,1998,17.7,746,621,122,8,0,4,17,114,0,0,0,0,536,3,13
WAL,GK,30,1987,27.0,787,451,330,103,0,0,0,0,0,0,0,0,409,6,0
CIV,"FW,MF",24,1992,28.3,716,695,18,1,6,3,76,14,0,0,0,0,497,3,39
FRA,MF,31,1986,26.4,1438,1254,180,62,6,9,136,5,104,45,21,35,1118,4,19
ENG,"FW,MF",30,1987,8.8,219,203,15,0,0,0,10,14,0,0,0,0,146,1,18
NGA,"FW,MF",19,1997,1.8,47,47,0,0,0,0,2,0,0,0,0,0,38,0,2
WAL,DF,32,1984,20.4,736,712,21,21,0,6,1,0,0,0,0,0,591,3,11
COD,MF,18,1998,2.2,82,82,0,0,0,1,0,0,0,0,0,0,67,0,2
TUR,FW,26,1991,11.0,272,265,5,2,2,1,7,0,1,0,0,0,187,2,9
CUW,DF,27,1989,20.3,1040,813,226,12,1,2,45,214,0,0,0,0,792,1,16
NED,"MF,FW",24,1993,2.8,103,98,5,0,0,1,3,1,0,0,0,0,80,0,7
ENG,FW,20,1997,20.9,519,505,11,0,1,1,19,4,0,0,0,0,311,3,19
FRA,DF,26,1991,1.5,72,68,3,1,0,1,0,2,0,0,0,0,60,1,1
ISL,"MF,FW",27,1989,25.1,861,703,152,63,6,0,150,5,75,36,37,0,562,6,40
SEN,MF,27,1989,30.6,1593,1556,29,18,1,9,11,8,0,0,0,0,1338,8,24
IRL,MF,26,1990,2.3,101,98,2,1,0,0,2,1,0,0,0,0,73,1,3
ENG,DF,20,1997,17.7,849,620,225,13,0,5,46,212,0,0,0,0,576,4,32
ENG,GK,23,1994,38.0,1332,846,478,138,0,2,0,0,0,0,0,0,675,8,0
BEL,"FW,MF",29,1987,1.5,59,53,5,1,0,0,4,0,1,1,0,0,44,1,3
ENG,DF,32,1984,21.2,1009,782,221,26,0,2,75,174,21,14,7,0,774,6,35
ENG,DF,20,1996,13.2,543,481,61,6,0,6,12,55,0,0,0,0,361,1,12
ENG,DF,24,1993,28.4,1170,1148,18,13,0,17,4,5,0,0,0,0,905,4,17
FRA,MF,27,1989,23.7,1143,1119,20,14,0,14,8,1,4,0,0,4,951,4,10
BIH,MF,24,1992,0.5,28,26,2,2,0,0,0,0,0,0,0,0,27,0,0
